,Date,Decred - Tweets
769,2012/08/24,113826507
770,2012/08/25,45738725
771,2012/08/26,34365793
772,2012/08/27,67061299
773,2012/08/28,73532750
774,2012/08/29,159653656
775,2012/08/30,123949598
776,2012/08/31,93264021
777,2012/09/01,87063276
778,2012/09/02,59472782
779,2012/09/03,37688666
780,2012/09/04,66814904
781,2012/09/05,97934861
782,2012/09/06,241586017
783,2012/09/07,203459971
784,2012/09/08,83069489
785,2012/09/09,42187513
786,2012/09/10,208638562
787,2012/09/11,226497102
788,2012/09/12,122245758
789,2012/09/13,254378639
790,2012/09/14,207712176
791,2012/09/15,80612095
792,2012/09/16,164455010
793,2012/09/17,154249020
794,2012/09/18,155800588
795,2012/09/19,387495440
796,2012/09/20,196837987
797,2012/09/21,319404452
798,2012/09/22,180881056
799,2012/09/23,94201688
800,2012/09/24,97227840
801,2012/09/25,20445016
802,2012/09/26,20033650
803,2012/09/27,15982825
804,2012/09/28,31073714
805,2012/09/29,15249176
806,2012/09/30,16781081
807,2012/10/01,19161738
808,2012/10/02,24200814
809,2012/10/03,15342571
810,2012/10/04,14536444
811,2012/10/05,32802052
812,2012/10/06,24083029
813,2012/10/07,20859873
814,2012/10/08,19794346
815,2012/10/09,15142927
816,2012/10/10,9573665
817,2012/10/11,14121970
818,2012/10/12,30729583
819,2012/10/13,31607271
820,2012/10/14,15504669
821,2012/10/15,9094294
822,2012/10/16,31621972
823,2012/10/17,38508149
824,2012/10/18,39265450
825,2012/10/19,30901727
826,2012/10/20,30701600
827,2012/10/21,26415998
828,2012/10/22,25491161
829,2012/10/23,29250109
830,2012/10/24,21257434
831,2012/10/25,15432897
832,2012/10/26,10125583
833,2012/10/27,16398963
834,2012/10/28,9037829
835,2012/10/29,9946248
836,2012/10/30,43734616
837,2012/10/31,40771365
838,2012/11/01,27596432
839,2012/11/02,8398728
840,2012/11/03,19481992
841,2012/11/04,23278639
842,2012/11/05,23898538
843,2012/11/06,19603674
844,2012/11/07,19272323
845,2012/11/08,13684269
846,2012/11/09,8753239
847,2012/11/10,3970478
848,2012/11/11,3822588
849,2012/11/12,4673120
850,2012/11/13,8425831
851,2012/11/14,13408543
852,2012/11/15,28507978
853,2012/11/16,41386686
854,2012/11/17,30267584
855,2012/11/18,23370824
856,2012/11/19,15249461
857,2012/11/20,17439325
858,2012/11/21,10072641
859,2012/11/22,16542364
860,2012/11/23,13172073
861,2012/11/24,13567251
862,2012/11/25,8814147
863,2012/11/26,12944479
864,2012/11/27,16371128
865,2012/11/28,21711684
866,2012/11/29,13947836
867,2012/11/30,9180675
868,2012/12/01,7032651
869,2012/12/02,12077391
870,2012/12/03,20771620
871,2012/12/04,31533214
872,2012/12/05,36996524
873,2012/12/06,42298517
874,2012/12/07,27046068
875,2012/12/08,13030436
876,2012/12/09,18206196
877,2012/12/10,12978738
878,2012/12/11,20577875
879,2012/12/12,47610808
880,2012/12/13,51660119
881,2012/12/14,39009659
882,2012/12/15,21700278
883,2012/12/16,23291209
884,2012/12/17,22718080
885,2012/12/18,30373278
886,2012/12/19,14139798
887,2012/12/20,11606700
888,2012/12/21,21637994
889,2012/12/22,17602259
890,2012/12/23,11001403
891,2012/12/24,13176994
892,2012/12/25,7385684
893,2012/12/26,7628883
894,2012/12/27,9781691
895,2012/12/28,13288674
896,2012/12/29,12625944
897,2012/12/30,9697996
898,2012/12/31,15566770
899,2013/01/01,18839472
900,2013/01/02,23851896
